record_id,date_or_month,variable,value,unit,legacy_file,legacy_column,claimed_source,verified_source,station_id,measurement_type,temporal_resolution,aggregation_method,coverage,qa_flag,source_version,retrieval_date,verification_status,exclusion_reason,notes
af31e5206fb278e900a6,2017-01-02,no2,47.372,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
91d61d2262168733d9db,2017-01-02,so2,20.051,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
df0c08446073d5d9bc63,2017-01-02,co,2555.776,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
b67d6904a5afafbcceb5,2017-01-02,o3,61.364,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
b8e28eab305952e1e742,2017-01-03,aqi,229.080,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
a611137361da4afa59e5,2017-01-03,pm25,175.571,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
8cd476d9cf1f127a67cd,2017-01-03,pm10,248.006,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
05d17783b62cc02df696,2017-01-03,no2,35.019,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
01d9189d7da8c3a1f72b,2017-01-03,so2,16.732,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
343fff3b56bbab6c44a0,2017-01-03,co,1766.850,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
807d29d0f62b909dc298,2017-01-03,o3,70.097,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
331d3c0ef5de95062248,2017-01-04,aqi,229.080,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
d2b298f640795bae7ce6,2017-01-04,pm25,139.670,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
249480eb7a8ac912fdd4,2017-01-04,pm10,197.195,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
613339cc9b323ab19194,2017-01-04,no2,23.106,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
5e9545282b551c40ce28,2017-01-04,so2,15.687,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
80f1f1358b64a078f40b,2017-01-04,co,1065.516,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
d81d435a38272cb2d8cc,2017-01-04,o3,55.501,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
05c1e0b2f353a0c5101d,2017-01-05,aqi,229.080,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
2e073f47a304e6edfe1e,2017-01-05,pm25,183.082,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
f77617d7d4e09b737713,2017-01-05,pm10,258.461,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
fed67fd676e707eed674,2017-01-05,no2,28.012,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
140f2f07b2562ec634ef,2017-01-05,so2,15.359,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
d7e1d44174cd49e5ec79,2017-01-05,co,1423.031,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
7743d44d16e950ea5992,2017-01-05,o3,54.018,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
d89e56036e4d11f8826b,2017-01-06,aqi,229.080,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
992c9a0e845c28de0315,2017-01-06,pm25,177.163,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
2d7d2921d4cd991271b1,2017-01-06,pm10,250.055,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
f3f05ba129f25be50dd9,2017-01-06,no2,24.475,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
5a3495fd6665bf5b60b5,2017-01-06,so2,17.690,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
5ce18aa6b039dd39e643,2017-01-06,co,1449.718,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
956a8ac024fa2fa56b8e,2017-01-06,o3,50.998,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
69d2740f14f2e2c77453,2017-01-07,aqi,229.080,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
dd731c04218e9939d98d,2017-01-07,pm25,180.233,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
92e4ac9439bb4d800d4c,2017-01-07,pm10,254.425,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
a99970daa280cff2b5b4,2017-01-07,no2,27.321,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
d456c32b3756f8716c61,2017-01-07,so2,16.378,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
cc4ee63bb34719767366,2017-01-07,co,1585.796,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
e35d8496497df402732e,2017-01-07,o3,52.870,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
29eaf66f3d811a491e23,2017-01-08,aqi,229.080,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
ebc4849c85fcfae35f55,2017-01-08,pm25,172.772,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
cdea3aa115338516b68a,2017-01-08,pm10,243.924,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
e4dd615717e88cd7a738,2017-01-08,no2,34.158,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
e41cae8c9715a43ee52f,2017-01-08,so2,17.961,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
8a1a4bb5f5f19a2d9dbd,2017-01-08,co,1491.675,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
e192e72584306b9c866b,2017-01-08,o3,52.869,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
c5891c7a1bb077dbd1b1,2017-01-09,aqi,229.080,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
a3edaec72afaafd6e545,2017-01-09,pm25,179.684,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
5c428629bb20063b1fae,2017-01-09,pm10,253.654,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
196f9dab511ca948f374,2017-01-09,no2,33.838,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
92f0149fd00d0a0f321a,2017-01-09,so2,19.257,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
0d9e86d72c720cf207a1,2017-01-09,co,1655.638,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
16c9ef2a07cee56a801f,2017-01-09,o3,44.474,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
65f66c66a46740a910aa,2017-01-10,aqi,229.080,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
98a1cd26ae011f0bce51,2017-01-10,pm25,174.464,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
89f0038dac6720352e60,2017-01-10,pm10,246.338,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
73539b806dbc05a81a07,2017-01-10,no2,21.827,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
56da291b93987bbd7458,2017-01-10,so2,14.797,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
e6219c401d8d1feb02dc,2017-01-10,co,1494.282,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
e39630d08b494520c7bb,2017-01-10,o3,59.348,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
4cda165671082e8a2f1f,2017-01-11,aqi,229.080,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
10a61eb06d9ff6a00264,2017-01-11,pm25,179.446,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
9e5429959ff5d3ddefa3,2017-01-11,pm10,252.929,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
9d27ec28261a2deb8f53,2017-01-11,no2,23.829,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
3af7c5d9894b38c1e158,2017-01-11,so2,15.193,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
518b3481aa7a94260990,2017-01-11,co,1400.610,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
594fe8ef80f4ea2f23c7,2017-01-11,o3,57.463,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
deb7a01ac586810df5fd,2017-01-12,aqi,229.080,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
e646653441d96dc02f45,2017-01-12,pm25,156.440,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm25,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
24c41614ffd89773e196,2017-01-12,pm10,220.321,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,pm10,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
2f44aa32ee2864cb3dca,2017-01-12,no2,20.011,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,no2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
71cfa14c85e7aff323f7,2017-01-12,so2,13.093,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,so2,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
4bcc2e2546d3a217c91a,2017-01-12,co,1269.935,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,co,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
b994e457e01d60eaebdd,2017-01-12,o3,66.346,claimed ug/m3,data/daily_dhaka_aqi_dataset.csv,o3,monthly_avg,legacy script/Git history,unknown,modeled_reanalysis,daily,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,CAMS overwrote pollutant column
221e7e79b63815579188,2017-01-13,aqi,229.080,unknown,data/daily_dhaka_aqi_dataset.csv,aqi,monthly_avg,legacy script/Git history,unknown,monthly_value_repeated_daily,monthly,legacy merge/overwrite,,not preserved,deb9b0d,unknown,classified_excluded,not a homogeneous ground-observed concentration series,Monthly AQI repeated by script
